Time,Te,T_space_1,T_space_2,T_space_3,T_space_4,T_space_5,T_space_6,T_space_7,T_space_8,T_space_9,T_space_10,T_space_11,T_space_12,T_space_13,T_space_14,T_space_15,T_space_16,T_space_17,T_space_18,T_space_19,T_space_20,T_space_21,T_space_22,T_space_23,T_space_24,T_wall_1,T_wall_2,T_wall_3,T_wall_4,T_wall_5,T_wall_6,T_wall_7,T_wall_8,T_wall_9,T_wall_10,T_wall_11,T_wall_12,T_wall_13,T_wall_14,T_wall_15,T_wall_16,T_wall_17,T_wall_18,T_wall_19,T_wall_20,T_wall_21,T_wall_22,T_wall_23,T_wall_24,T_wall_25,T_wall_26,T_wall_27,T_wall_28,T_wall_29,T_wall_30,T_wall_31,T_wall_32,T_wall_33,T_wall_34,T_wall_35,T_wall_36,T_wall_37,T_wall_38,T_wall_39,T_wall_40,T_wall_41,T_wall_42,T_wall_43,T_wall_44,T_wall_45,T_wall_46,T_wall_47,T_wall_48,T_wall_49,T_wall_50,T_wall_51,T_wall_52,T_wall_53,T_wall_54,T_wall_55,T_wall_56,T_wall_57,T_wall_58,T_wall_59,T_wall_60,T_wall_61,T_wall_62,T_wall_63,T_wall_64,T_wall_65,T_wall_66,T_wall_67,T_wall_68,T_wall_69,T_wall_70,T_wall_71,T_wall_72,T_floor_1,T_floor_2,T_floor_3,T_floor_4,T_floor_5,T_floor_6,T_floor_7,T_floor_8,T_floor_9,T_floor_10,T_floor_11,T_floor_12,T_floor_13,T_floor_14,T_floor_15,T_floor_16,T_floor_17,T_floor_18,T_floor_19,T_floor_20,T_floor_21,T_floor_22,T_floor_23,T_floor_24,T_floor_25,T_floor_26,T_floor_27,T_floor_28,T_floor_29,T_floor_30,T_floor_31,T_floor_32
2014-Jul-01 11:00:00,17.3,19.7267,19.7267,19.7315,19.7315,19.7644,19.7689,19.7689,19.7644,19.7348,19.7668,19.7668,19.7348,19.7267,19.7267,19.7315,19.7315,19.7644,19.7689,19.7689,19.7644,19.7348,19.7668,19.7668,19.7348,19.3793,19.3793,19.3793,19.6744,19.3793,19.3793,19.3793,19.6744,19.3877,19.3877,19.3877,19.6803,19.3877,19.3877,19.3877,19.6803,19.4161,19.4161,19.7149,19.7128,19.4201,19.7169,19.7169,19.4201,19.7149,19.7169,19.4161,19.4161,19.7128,19.3912,19.3912,19.6993,19.6836,19.4184,19.7151,19.7151,19.4184,19.6993,19.7151,19.3912,19.3912,19.6836,19.3793,19.3793,19.3793,19.3793,19.3793,19.3793,19.3877,19.3877,19.3877,19.3877,19.3877,19.3877,19.4161,19.7149,19.4161,19.7169,19.4201,19.7149,19.4201,19.4161,19.4161,19.3912,19.6993,19.3912,19.7151,19.4184,19.6993,19.4184,19.3912,19.3912,19.6591,19.6773,19.6591,19.6773,19.6965,19.6965,19.6982,19.4201,19.716,19.4201,19.716,19.6982,19.3912,19.4184,19.4184,19.3912,19.6591,19.6773,19.6591,19.6773,19.6965,19.6965,19.6982,19.4201,19.716,19.4201,19.716,19.6982,19.3912,19.4184,19.4184,19.3912
2014-Jul-01 12:00:00,18.7,19.7585,19.7585,19.7622,19.7622,19.7929,19.7974,19.7974,19.7929,19.7655,19.7954,19.7954,19.7655,19.7585,19.7585,19.7622,19.7622,19.7929,19.7974,19.7974,19.7929,19.7655,19.7954,19.7954,19.7655,19.3939,19.3939,19.3939,19.6829,19.3939,19.3939,19.3939,19.6829,19.4021,19.4021,19.4021,19.6887,19.4021,19.4021,19.4021,19.6887,19.4307,19.4307,19.7233,19.7212,19.4346,19.7254,19.7254,19.4346,19.7233,19.7254,19.4307,19.4307,19.7212,19.4055,19.4055,19.7078,19.692,19.4329,19.7235,19.7235,19.4329,19.7078,19.7235,19.4055,19.4055,19.692,19.3939,19.3939,19.3939,19.3939,19.3939,19.3939,19.4021,19.4021,19.4021,19.4021,19.4021,19.4021,19.4307,19.7233,19.4307,19.7254,19.4346,19.7233,19.4346,19.4307,19.4307,19.4055,19.7078,19.4055,19.7235,19.4329,19.7078,19.4329,19.4055,19.4055,19.6614,19.6858,19.6614,19.6858,19.7049,19.7049,19.7066,19.4346,19.7245,19.4346,19.7245,19.7066,19.4055,19.4329,19.4329,19.4055,19.6614,19.6858,19.6614,19.6858,19.7049,19.7049,19.7066,19.4346,19.7245,19.4346,19.7245,19.7066,19.4055,19.4329,19.4329,19.4055
2014-Jul-01 13:00:00,18.9,19.7647,19.7647,19.7697,19.7697,19.8011,19.8056,19.8056,19.8011,19.773,19.8036,19.8036,19.773,19.7647,19.7647,19.7697,19.7697,19.8011,19.8056,19.8056,19.8011,19.773,19.8036,19.8036,19.773,19.4112,19.4112,19.4112,19.6926,19.4112,19.4112,19.4112,19.6926,19.4192,19.4192,19.4192,19.6982,19.4192,19.4192,19.4192,19.6982,19.4479,19.4479,19.7328,19.7307,19.4518,19.7349,19.7349,19.4518,19.7328,19.7349,19.4479,19.4479,19.7307,19.4226,19.4226,19.7173,19.7016,19.4501,19.733,19.733,19.4501,19.7173,19.733,19.4226,19.4226,19.7016,19.4112,19.4112,19.4112,19.4112,19.4112,19.4112,19.4192,19.4192,19.4192,19.4192,19.4192,19.4192,19.4479,19.7328,19.4479,19.7349,19.4518,19.7328,19.4518,19.4479,19.4479,19.4226,19.7173,19.4226,19.733,19.4501,19.7173,19.4501,19.4226,19.4226,19.6645,19.6954,19.6645,19.6954,19.7145,19.7145,19.7161,19.4518,19.734,19.4518,19.734,19.7161,19.4226,19.4501,19.4501,19.4226,19.6645,19.6954,19.6645,19.6954,19.7145,19.7145,19.7161,19.4518,19.734,19.4518,19.734,19.7161,19.4226,19.4501,19.4501,19.4226
2014-Jul-01 14:00:00,18.3,19.7581,19.7581,19.7645,19.7645,19.7964,19.8009,19.8009,19.7964,19.7678,19.7989,19.7989,19.7678,19.7581,19.7581,19.7645,19.7645,19.7964,19.8009,19.8009,19.7964,19.7678,19.7989,19.7989,19.7678,19.4272,19.4272,19.4272,19.7013,19.4272,19.4272,19.4272,19.7013,19.435,19.435,19.435,19.7069,19.435,19.435,19.435,19.7069,19.4637,19.4637,19.7414,19.7392,19.4677,19.7435,19.7435,19.4677,19.7414,19.7435,19.4637,19.4637,19.7392,19.4384,19.4384,19.7259,19.7103,19.466,19.7416,19.7416,19.466,19.7259,19.7416,19.4384,19.4384,19.7103,19.4272,19.4272,19.4272,19.4272,19.4272,19.4272,19.435,19.435,19.435,19.435,19.435,19.435,19.4637,19.7414,19.4637,19.7435,19.4677,19.7414,19.4677,19.4637,19.4637,19.4384,19.7259,19.4384,19.7416,19.466,19.7259,19.466,19.4384,19.4384,19.6676,19.7041,19.6676,19.7041,19.7231,19.7231,19.7247,19.4677,19.7426,19.4677,19.7426,19.7247,19.4384,19.466,19.466,19.4384,19.6676,19.7041,19.6676,19.7041,19.7231,19.7231,19.7247,19.4677,19.7426,19.4677,19.7426,19.7247,19.4384,19.466,19.466,19.4384
2014-Jul-01 15:00:00,18.4,19.7666,19.7666,19.7728,19.7728,19.8035,19.8079,19.8079,19.8035,19.776,19.8059,19.8059,19.776,19.7666,19.7666,19.7728,19.7728,19.8035,19.8079,19.8079,19.8035,19.776,19.8059,19.8059,19.776,19.4416,19.4416,19.4416,19.7092,19.4416,19.4416,19.4416,19.7092,19.4492,19.4492,19.4492,19.7148,19.4492,19.4492,19.4492,19.7148,19.478,19.478,19.7491,19.7469,19.482,19.7512,19.7512,19.482,19.7491,19.7512,19.478,19.478,19.7469,19.4526,19.4526,19.7337,19.7181,19.4802,19.7493,19.7493,19.4802,19.7337,19.7493,19.4526,19.4526,19.7181,19.4416,19.4416,19.4416,19.4416,19.4416,19.4416,19.4492,19.4492,19.4492,19.4492,19.4492,19.4492,19.478,19.7491,19.478,19.7512,19.482,19.7491,19.482,19.478,19.478,19.4526,19.7337,19.4526,19.7493,19.4802,19.7337,19.4802,19.4526,19.4526,19.6706,19.712,19.6706,19.712,19.7309,19.7309,19.7325,19.482,19.7503,19.482,19.7503,19.7325,19.4526,19.4802,19.4802,19.4526,19.6706,19.712,19.6706,19.712,19.7309,19.7309,19.7325,19.482,19.7503,19.482,19.7503,19.7325,19.4526,19.4802,19.4802,19.4526
2014-Jul-01 16:00:00,18.4,19.7713,19.7713,19.7778,19.7778,19.8081,19.8126,19.8126,19.8081,19.7811,19.8106,19.8106,19.7811,19.7713,19.7713,19.7778,19.7778,19.8081,19.8126,19.8126,19.8081,19.7811,19.8106,19.8106,19.7811,19.4556,19.4556,19.4556,19.7168,19.4556,19.4556,19.4556,19.7168,19.4631,19.4631,19.4631,19.7225,19.4631,19.4631,19.4631,19.7225,19.4919,19.4919,19.7565,19.7544,19.4959,19.7587,19.7587,19.4959,19.7565,19.7587,19.4919,19.4919,19.7544,19.4665,19.4665,19.7413,19.7258,19.4942,19.7567,19.7567,19.4942,19.7413,19.7567,19.4665,19.4665,19.7258,19.4556,19.4556,19.4556,19.4556,19.4556,19.4556,19.4631,19.4631,19.4631,19.4631,19.4631,19.4631,19.4919,19.7565,19.4919,19.7587,19.4959,19.7565,19.4959,19.4919,19.4919,19.4665,19.7413,19.4665,19.7567,19.4942,19.7413,19.4942,19.4665,19.4665,19.6737,19.7196,19.6737,19.7196,19.7384,19.7384,19.7401,19.4959,19.7577,19.4959,19.7577,19.7401,19.4665,19.4942,19.4942,19.4665,19.6737,19.7196,19.6737,19.7196,19.7384,19.7384,19.7401,19.4959,19.7577,19.4959,19.7577,19.7401,19.4665,19.4942,19.4942,19.4665
2014-Jul-01 17:00:00,18.8,19.7838,19.7838,19.7903,19.7903,19.8196,19.8241,19.8241,19.8196,19.7936,19.8221,19.8221,19.7936,19.7838,19.7838,19.7903,19.7903,19.8196,19.8241,19.8241,19.8196,19.7936,19.8221,19.8221,19.7936,19.4698,19.4698,19.4698,19.7244,19.4698,19.4698,19.4698,19.7244,19.4773,19.4773,19.4773,19.7303,19.4773,19.4773,19.4773,19.7303,19.506,19.506,19.7641,19.7619,19.5101,19.7662,19.7662,19.5101,19.7641,19.7662,19.506,19.506,19.7619,19.4807,19.4807,19.7489,19.7336,19.5083,19.7643,19.7643,19.5083,19.7489,19.7643,19.4807,19.4807,19.7336,19.4698,19.4698,19.4698,19.4698,19.4698,19.4698,19.4773,19.4773,19.4773,19.4773,19.4773,19.4773,19.506,19.7641,19.506,19.7662,19.5101,19.7641,19.5101,19.506,19.506,19.4807,19.7489,19.4807,19.7643,19.5083,19.7489,19.5083,19.4807,19.4807,19.6771,19.7273,19.6771,19.7273,19.7461,19.7461,19.7477,19.5101,19.7653,19.5101,19.7653,19.7477,19.4807,19.5083,19.5083,19.4807,19.6771,19.7273,19.6771,19.7273,19.7461,19.7461,19.7477,19.5101,19.7653,19.5101,19.7653,19.7477,19.4807,19.5083,19.5083,19.4807
2014-Jul-01 18:00:00,17.8,19.7681,19.7681,19.7763,19.7763,19.8069,19.8113,19.8113,19.8069,19.7796,19.8093,19.8093,19.7796,19.7681,19.7681,19.7763,19.7763,19.8069,19.8113,19.8113,19.8069,19.7796,19.8093,19.8093,19.7796,19.4825,19.4825,19.4825,19.731,19.4825,19.4825,19.4825,19.731,19.4899,19.4899,19.4899,19.7369,19.4899,19.4899,19.4899,19.7369,19.5186,19.5186,19.7705,19.7683,19.5227,19.7726,19.7726,19.5227,19.7705,19.7726,19.5186,19.5186,19.7683,19.4933,19.4933,19.7555,19.7402,19.5209,19.7707,19.7707,19.5209,19.7555,19.7707,19.4933,19.4933,19.7402,19.4825,19.4825,19.4825,19.4825,19.4825,19.4825,19.4899,19.4899,19.4899,19.4899,19.4899,19.4899,19.5186,19.7705,19.5186,19.7726,19.5227,19.7705,19.5227,19.5186,19.5186,19.4933,19.7555,19.4933,19.7707,19.5209,19.7555,19.5209,19.4933,19.4933,19.6802,19.734,19.6802,19.734,19.7526,19.7526,19.7543,19.5227,19.7717,19.5227,19.7717,19.7543,19.4933,19.5209,19.5209,19.4933,19.6802,19.734,19.6802,19.734,19.7526,19.7526,19.7543,19.5227,19.7717,19.5227,19.7717,19.7543,19.4933,19.5209,19.5209,19.4933
2014-Jul-01 19:00:00,16.6,19.7505,19.7505,19.7595,19.7595,19.7902,19.7946,19.7946,19.7902,19.7627,19.7927,19.7927,19.7627,19.7505,19.7505,19.7595,19.7595,19.7902,19.7946,19.7946,19.7902,19.7627,19.7927,19.7927,19.7627,19.4906,19.4906,19.4906,19.7349,19.4906,19.4906,19.4906,19.7349,19.498,19.498,19.498,19.741,19.498,19.498,19.498,19.741,19.5266,19.5266,19.7743,19.7721,19.5307,19.7764,19.7764,19.5307,19.7743,19.7764,19.5266,19.5266,19.7721,19.5013,19.5013,19.7594,19.7443,19.5289,19.7745,19.7745,19.5289,19.7594,19.7745,19.5013,19.5013,19.7443,19.4906,19.4906,19.4906,19.4906,19.4906,19.4906,19.498,19.498,19.498,19.498,19.498,19.498,19.5266,19.7743,19.5266,19.7764,19.5307,19.7743,19.5307,19.5266,19.5266,19.5013,19.7594,19.5013,19.7745,19.5289,19.7594,19.5289,19.5013,19.5013,19.6824,19.7379,19.6824,19.7379,19.7565,19.7565,19.7582,19.5307,19.7755,19.5307,19.7755,19.7582,19.5013,19.5289,19.5289,19.5013,19.6824,19.7379,19.6824,19.7379,19.7565,19.7565,19.7582,19.5307,19.7755,19.5307,19.7755,19.7582,19.5013,19.5289,19.5289,19.5013
2014-Jul-01 20:00:00,15.2,19.7279,19.7279,19.7375,19.7375,19.7686,19.773,19.773,19.7686,19.7407,19.771,19.771,19.7407,19.7279,19.7279,19.7375,19.7375,19.7686,19.773,19.773,19.7686,19.7407,19.771,19.771,19.7407,19.4934,19.4934,19.4934,19.7358,19.4934,19.4934,19.4934,19.7358,19.5008,19.5008,19.5008,19.7421,19.5008,19.5008,19.5008,19.7421,19.5294,19.5294,19.7751,19.773,19.5334,19.7773,19.7773,19.5334,19.7751,19.7773,19.5294,19.5294,19.773,19.5042,19.5042,19.7604,19.7454,19.5317,19.7754,19.7754,19.5317,19.7604,19.7754,19.5042,19.5042,19.7454,19.4934,19.4934,19.4934,19.4934,19.4934,19.4934,19.5008,19.5008,19.5008,19.5008,19.5008,19.5008,19.5294,19.7751,19.5294,19.7773,19.5334,19.7751,19.5334,19.5294,19.5294,19.5042,19.7604,19.5042,19.7754,19.5317,19.7604,19.5317,19.5042,19.5042,19.6835,19.739,19.6835,19.739,19.7576,19.7576,19.7592,19.5334,19.7763,19.5334,19.7763,19.7592,19.5042,19.5317,19.5317,19.5042,19.6835,19.739,19.6835,19.739,19.7576,19.7576,19.7592,19.5334,19.7763,19.5334,19.7763,19.7592,19.5042,19.5317,19.5317,19.5042
2014-Jul-01 21:00:00,12.5,19.6783,19.6783,19.6895,19.6895,19.7228,19.7271,19.7271,19.7228,19.6927,19.7252,19.7252,19.6927,19.6783,19.6783,19.6895,19.6895,19.7228,19.7271,19.7271,19.7228,19.6927,19.7252,19.7252,19.6927,19.4885,19.4885,19.4885,19.7322,19.4885,19.4885,19.4885,19.7322,19.4959,19.4959,19.4959,19.7388,19.4959,19.4959,19.4959,19.7388,19.5244,19.5244,19.7716,19.7694,19.5285,19.7738,19.7738,19.5285,19.7716,19.7738,19.5244,19.5244,19.7694,19.4992,19.4992,19.7569,19.742,19.5267,19.7718,19.7718,19.5267,19.7569,19.7718,19.4992,19.4992,19.742,19.4885,19.4885,19.4885,19.4885,19.4885,19.4885,19.4959,19.4959,19.4959,19.4959,19.4959,19.4959,19.5244,19.7716,19.5244,19.7738,19.5285,19.7716,19.5285,19.5244,19.5244,19.4992,19.7569,19.4992,19.7718,19.5267,19.7569,19.5267,19.4992,19.4992,19.6828,19.7355,19.6828,19.7355,19.7541,19.7541,19.7557,19.5285,19.7728,19.5285,19.7728,19.7557,19.4992,19.5267,19.5267,19.4992,19.6828,19.7355,19.6828,19.7355,19.7541,19.7541,19.7557,19.5285,19.7728,19.5285,19.7728,19.7557,19.4992,19.5267,19.5267,19.4992
2014-Jul-01 22:00:00,10.8,19.6483,19.6483,19.6588,19.6588,19.6918,19.6962,19.6962,19.6918,19.662,19.6942,19.6942,19.662,19.6483,19.6483,19.6588,19.6588,19.6918,19.6962,19.6962,19.6918,19.662,19.6942,19.6942,19.662,19.4752,19.4752,19.4752,19.7242,19.4752,19.4752,19.4752,19.7242,19.4826,19.4826,19.4826,19.731,19.4826,19.4826,19.4826,19.731,19.5112,19.5112,19.7638,19.7616,19.5152,19.7659,19.7659,19.5152,19.7638,19.7659,19.5112,19.5112,19.7616,19.4859,19.4859,19.7491,19.7342,19.5134,19.764,19.764,19.5134,19.7491,19.764,19.4859,19.4859,19.7342,19.4752,19.4752,19.4752,19.4752,19.4752,19.4752,19.4826,19.4826,19.4826,19.4826,19.4826,19.4826,19.5112,19.7638,19.5112,19.7659,19.5152,19.7638,19.5152,19.5112,19.5112,19.4859,19.7491,19.4859,19.764,19.5134,19.7491,19.5134,19.4859,19.4859,19.6801,19.7276,19.6801,19.7276,19.7463,19.7463,19.7479,19.5152,19.765,19.5152,19.765,19.7479,19.4859,19.5134,19.5134,19.4859,19.6801,19.7276,19.6801,19.7276,19.7463,19.7463,19.7479,19.5152,19.765,19.5152,19.765,19.7479,19.4859,19.5134,19.5134,19.4859
2014-Jul-01 23:00:00,9.2,19.6156,19.6156,19.6258,19.6258,19.6598,19.6642,19.6642,19.6598,19.629,19.6622,19.6622,19.629,19.6156,19.6156,19.6258,19.6258,19.6598,19.6642,19.6642,19.6598,19.629,19.6622,19.6622,19.629,19.456,19.456,19.456,19.713,19.456,19.456,19.456,19.713,19.4635,19.4635,19.4635,19.72,19.4635,19.4635,19.4635,19.72,19.4921,19.4921,19.7529,19.7507,19.4962,19.7551,19.7551,19.4962,19.7529,19.7551,19.4921,19.4921,19.7507,19.4668,19.4668,19.7382,19.7233,19.4944,19.7531,19.7531,19.4944,19.7382,19.7531,19.4668,19.4668,19.7233,19.456,19.456,19.456,19.456,19.456,19.456,19.4635,19.4635,19.4635,19.4635,19.4635,19.4635,19.4921,19.7529,19.4921,19.7551,19.4962,19.7529,19.4962,19.4921,19.4921,19.4668,19.7382,19.4668,19.7531,19.4944,19.7382,19.4944,19.4668,19.4668,19.6758,19.7165,19.6758,19.7165,19.7354,19.7354,19.737,19.4962,19.7541,19.4962,19.7541,19.737,19.4668,19.4944,19.4944,19.4668,19.6758,19.7165,19.6758,19.7165,19.7354,19.7354,19.737,19.4962,19.7541,19.4962,19.7541,19.737,19.4668,19.4944,19.4944,19.4668
2014-Jul-02 00:00:00,8.1,19.5905,19.5905,19.6,19.6,19.6345,19.6389,19.6389,19.6345,19.6032,19.6369,19.6369,19.6032,19.5905,19.5905,19.6,19.6,19.6345,19.6389,19.6389,19.6345,19.6032,19.6369,19.6369,19.6032,19.4323,19.4323,19.4323,19.6994,19.4323,19.4323,19.4323,19.6994,19.4399,19.4399,19.4399,19.7067,19.4399,19.4399,19.4399,19.7067,19.4686,19.4686,19.7398,19.7377,19.4727,19.742,19.742,19.4727,19.7398,19.742,19.4686,19.4686,19.7377,19.4431,19.4431,19.725,19.7099,19.4709,19.7401,19.7401,19.4709,19.725,19.7401,19.4431,19.4431,19.7099,19.4323,19.4323,19.4323,19.4323,19.4323,19.4323,19.4399,19.4399,19.4399,19.4399,19.4399,19.4399,19.4686,19.7398,19.4686,19.742,19.4727,19.7398,19.4727,19.4686,19.4686,19.4431,19.725,19.4431,19.7401,19.4709,19.725,19.4709,19.4431,19.4431,19.6702,19.7031,19.6702,19.7031,19.7222,19.7222,19.7238,19.4727,19.741,19.4727,19.741,19.7238,19.4431,19.4709,19.4709,19.4431,19.6702,19.7031,19.6702,19.7031,19.7222,19.7222,19.7238,19.4727,19.741,19.4727,19.741,19.7238,19.4431,19.4709,19.4709,19.4431
2014-Jul-02 01:00:00,7.2,19.5669,19.5669,19.5757,19.5757,19.6112,19.6156,19.6156,19.6112,19.579,19.6136,19.6136,19.579,19.5669,19.5669,19.5757,19.5757,19.6112,19.6156,19.6156,19.6112,19.579,19.6136,19.6136,19.579,19.4056,19.4056,19.4056,19.6844,19.4056,19.4056,19.4056,19.6844,19.4132,19.4132,19.4132,19.6918,19.4132,19.4132,19.4132,19.6918,19.4421,19.4421,19.7254,19.7232,19.4462,19.7275,19.7275,19.4462,19.7254,19.7275,19.4421,19.4421,19.7232,19.4164,19.4164,19.7103,19.6951,19.4444,19.7256,19.7256,19.4444,19.7103,19.7256,19.4164,19.4164,19.6951,19.4056,19.4056,19.4056,19.4056,19.4056,19.4056,19.4132,19.4132,19.4132,19.4132,19.4132,19.4132,19.4421,19.7254,19.4421,19.7275,19.4462,19.7254,19.4462,19.4421,19.4421,19.4164,19.7103,19.4164,19.7256,19.4444,19.7103,19.4444,19.4164,19.4164,19.6636,19.6881,19.6636,19.6881,19.7075,19.7075,19.7091,19.4462,19.7266,19.4462,19.7266,19.7091,19.4164,19.4444,19.4444,19.4164,19.6636,19.6881,19.6636,19.6881,19.7075,19.7075,19.7091,19.4462,19.7266,19.4462,19.7266,19.7091,19.4164,19.4444,19.4444,19.4164
2014-Jul-02 02:00:00,6.9,19.5537,19.5537,19.5614,19.5614,19.5974,19.6018,19.6018,19.5974,19.5647,19.5998,19.5998,19.5647,19.5537,19.5537,19.5614,19.5614,19.5974,19.6018,19.6018,19.5974,19.5647,19.5998,19.5998,19.5647,19.3776,19.3776,19.3776,19.6689,19.3776,19.3776,19.3776,19.6689,19.3851,19.3851,19.3851,19.6764,19.3851,19.3851,19.3851,19.6764,19.4143,19.4143,19.7104,19.7082,19.4184,19.7126,19.7126,19.4184,19.7104,19.7126,19.4143,19.4143,19.7082,19.3884,19.3884,19.6951,19.6796,19.4165,19.7106,19.7106,19.4165,19.6951,19.7106,19.3884,19.3884,19.6796,19.3776,19.3776,19.3776,19.3776,19.3776,19.3776,19.3851,19.3851,19.3851,19.3851,19.3851,19.3851,19.4143,19.7104,19.4143,19.7126,19.4184,19.7104,19.4184,19.4143,19.4143,19.3884,19.6951,19.3884,19.7106,19.4165,19.6951,19.4165,19.3884,19.3884,19.6564,19.6726,19.6564,19.6726,19.6923,19.6923,19.6939,19.4184,19.7116,19.4184,19.7116,19.6939,19.3884,19.4165,19.4165,19.3884,19.6564,19.6726,19.6564,19.6726,19.6923,19.6923,19.6939,19.4184,19.7116,19.4184,19.7116,19.6939,19.3884,19.4165,19.4165,19.3884
2014-Jul-02 03:00:00,6.6,19.5389,19.5389,19.546,19.546,19.583,19.5876,19.5876,19.583,19.5493,19.5855,19.5855,19.5493,19.5389,19.5389,19.546,19.546,19.583,19.5876,19.5876,19.583,19.5493,19.5855,19.5855,19.5493,19.3494,19.3494,19.3494,19.6534,19.3494,19.3494,19.3494,19.6534,19.3569,19.3569,19.3569,19.6609,19.3569,19.3569,19.3569,19.6609,19.3863,19.3863,19.6955,19.6933,19.3904,19.6977,19.6977,19.3904,19.6955,19.6977,19.3863,19.3863,19.6933,19.3601,19.3601,19.6799,19.6641,19.3886,19.6957,19.6957,19.3886,19.6799,19.6957,19.3601,19.3601,19.6641,19.3494,19.3494,19.3494,19.3494,19.3494,19.3494,19.3569,19.3569,19.3569,19.3569,19.3569,19.3569,19.3863,19.6955,19.3863,19.6977,19.3904,19.6955,19.3904,19.3863,19.3863,19.3601,19.6799,19.3601,19.6957,19.3886,19.6799,19.3886,19.3601,19.3601,19.6488,19.6572,19.6488,19.6572,19.6771,19.6771,19.6787,19.3904,19.6967,19.3904,19.6967,19.6787,19.3601,19.3886,19.3886,19.3601,19.6488,19.6572,19.6488,19.6572,19.6771,19.6771,19.6787,19.3904,19.6967,19.3904,19.6967,19.6787,19.3601,19.3886,19.3886,19.3601
2014-Jul-02 04:00:00,6.7,19.5319,19.5319,19.538,19.538,19.5757,19.5803,19.5803,19.5757,19.5413,19.5782,19.5782,19.5413,19.5319,19.5319,19.538,19.538,19.5757,19.5803,19.5803,19.5757,19.5413,19.5782,19.5782,19.5413,19.3218,19.3218,19.3218,19.6385,19.3218,19.3218,19.3218,19.6385,19.3292,19.3292,19.3292,19.6459,19.3292,19.3292,19.3292,19.6459,19.359,19.359,19.6811,19.6789,19.3631,19.6833,19.6833,19.3631,19.6811,19.6833,19.359,19.359,19.6789,19.3325,19.3325,19.6653,19.6492,19.3613,19.6814,19.6814,19.3613,19.6653,19.6814,19.3325,19.3325,19.6492,19.3218,19.3218,19.3218,19.3218,19.3218,19.3218,19.3292,19.3292,19.3292,19.3292,19.3292,19.3292,19.359,19.6811,19.359,19.6833,19.3631,19.6811,19.3631,19.359,19.359,19.3325,19.6653,19.3325,19.6814,19.3613,19.6653,19.3613,19.3325,19.3325,19.641,19.6422,19.641,19.6422,19.6624,19.6624,19.664,19.3631,19.6824,19.3631,19.6824,19.664,19.3325,19.3613,19.3613,19.3325,19.641,19.6422,19.641,19.6422,19.6624,19.6624,19.664,19.3631,19.6824,19.3631,19.6824,19.664,19.3325,19.3613,19.3613,19.3325
2014-Jul-02 05:00:00,10.2,19.5915,19.5915,19.5933,19.5933,19.6275,19.6321,19.6321,19.6275,19.5967,19.63,19.63,19.5967,19.5915,19.5915,19.5933,19.5933,19.6275,19.6321,19.6321,19.6275,19.5967,19.63,19.63,19.5967,19.3016,19.3016,19.3016,19.6284,19.3016,19.3016,19.3016,19.6284,19.309,19.309,19.309,19.6357,19.309,19.309,19.309,19.6357,19.3391,19.3391,19.6717,19.6694,19.3433,19.6739,19.6739,19.3433,19.6717,19.6739,19.3391,19.3391,19.6694,19.3122,19.3122,19.6554,19.6389,19.3414,19.6719,19.6719,19.3414,19.6554,19.6719,19.3122,19.3122,19.6389,19.3016,19.3016,19.3016,19.3016,19.3016,19.3016,19.309,19.309,19.309,19.309,19.309,19.309,19.3391,19.6717,19.3391,19.6739,19.3433,19.6717,19.3433,19.3391,19.3391,19.3122,19.6554,19.3122,19.6719,19.3414,19.6554,19.3414,19.3122,19.3122,19.6349,19.6321,19.6349,19.6321,19.6526,19.6526,19.6542,19.3433,19.6729,19.3433,19.6729,19.6542,19.3122,19.3414,19.3414,19.3122,19.6349,19.6321,19.6349,19.6321,19.6526,19.6526,19.6542,19.3433,19.6729,19.3433,19.6729,19.6542,19.3122,19.3414,19.3414,19.3122
2014-Jul-02 06:00:00,14.8,19.6688,19.6688,19.6683,19.6683,19.7005,19.7052,19.7052,19.7005,19.6717,19.703,19.703,19.6717,19.6688,19.6688,19.6683,19.6683,19.7005,19.7052,19.7052,19.7005,19.6717,19.703,19.703,19.6717,19.2975,19.2975,19.2975,19.6275,19.2975,19.2975,19.2975,19.6275,19.3047,19.3047,19.3047,19.6345,19.3047,19.3047,19.3047,19.6345,19.3353,19.3353,19.6711,19.6689,19.3394,19.6734,19.6734,19.3394,19.6711,19.6734,19.3353,19.3353,19.6689,19.308,19.308,19.6546,19.6378,19.3375,19.6714,19.6714,19.3375,19.6546,19.6714,19.308,19.308,19.6378,19.2975,19.2975,19.2975,19.2975,19.2975,19.2975,19.3047,19.3047,19.3047,19.3047,19.3047,19.3047,19.3353,19.6711,19.3353,19.6734,19.3394,19.6711,19.3394,19.3353,19.3353,19.308,19.6546,19.308,19.6714,19.3375,19.6546,19.3375,19.308,19.308,19.6322,19.631,19.6322,19.631,19.6517,19.6517,19.6533,19.3394,19.6724,19.3394,19.6724,19.6533,19.308,19.3375,19.3375,19.308,19.6322,19.631,19.6322,19.631,19.6517,19.6517,19.6533,19.3394,19.6724,19.3394,19.6724,19.6533,19.308,19.3375,19.3375,19.308
